100
0	-882.9	-882.9	-882.9	0	0	0
1	-882.9	-882.9	-882.9	0	0	0
2	-882.9	-882.9	-882.9	0	0	0
3	-882.9	-882.9	-882.9	0	0	0
4	-882.9	-882.9	-882.9	0	0	0
5	-882.9	-882.9	-882.9	0	0	0
6	-882.9	-882.9	-882.9	0	0	0
7	-882.9	-882.9	-882.9	0	0	0
8	-882.9	-882.9	-882.9	0	0	0
9	-882.9	-882.9	-882.9	0	0	0
10	-784.8	-784.8	-784.8	0	0	0
11	-784.8	-784.8	-784.8	0	0	0
12	-784.8	-784.8	-784.8	0	0	0
13	-784.8	-784.8	-784.8	0	0	0
14	-784.8	-784.8	-784.8	0	0	0
15	-784.8	-784.8	-784.8	0	0	0
16	-784.8	-784.8	-784.8	0	0	0
17	-784.8	-784.8	-784.8	0	0	0
18	-784.8	-784.8	-784.8	0	0	0
19	-784.8	-784.8	-784.8	0	0	0
20	-686.7	-686.7	-686.7	0	0	0
21	-686.7	-686.7	-686.7	0	0	0
22	-686.7	-686.7	-686.7	0	0	0
23	-686.7	-686.7	-686.7	0	0	0
24	-686.7	-686.7	-686.7	0	0	0
25	-686.7	-686.7	-686.7	0	0	0
26	-686.7	-686.7	-686.7	0	0	0
27	-686.7	-686.7	-686.7	0	0	0
28	-686.7	-686.7	-686.7	0	0	0
29	-686.7	-686.7	-686.7	0	0	0
30	-588.6	-588.6	-588.6	0	0	0
31	-588.6	-588.6	-588.6	0	0	0
32	-588.6	-588.6	-588.6	0	0	0
33	-588.6	-588.6	-588.6	0	0	0
34	-588.6	-588.6	-588.6	0	0	0
35	-588.6	-588.6	-588.6	0	0	0
36	-588.6	-588.6	-588.6	0	0	0
37	-588.6	-588.6	-588.6	0	0	0
38	-588.6	-588.6	-588.6	0	0	0
39	-588.6	-588.6	-588.6	0	0	0
40	-490.5	-490.5	-490.5	0	0	0
41	-490.5	-490.5	-490.5	0	0	0
42	-490.5	-490.5	-490.5	0	0	0
43	-490.5	-490.5	-490.5	0	0	0
44	-490.5	-490.5	-490.5	0	0	0
45	-490.5	-490.5	-490.5	0	0	0
46	-490.5	-490.5	-490.5	0	0	0
47	-490.5	-490.5	-490.5	0	0	0
48	-490.5	-490.5	-490.5	0	0	0
49	-490.5	-490.5	-490.5	0	0	0
50	-392.4	-392.4	-392.4	0	0	0
51	-392.4	-392.4	-392.4	0	0	0
52	-392.4	-392.4	-392.4	0	0	0
53	-392.4	-392.4	-392.4	0	0	0
54	-392.4	-392.4	-392.4	0	0	0
55	-392.4	-392.4	-392.4	0	0	0
56	-392.4	-392.4	-392.4	0	0	0
57	-392.4	-392.4	-392.4	0	0	0
58	-392.4	-392.4	-392.4	0	0	0
59	-392.4	-392.4	-392.4	0	0	0
60	-294.3	-294.3	-294.3	0	0	0
61	-294.3	-294.3	-294.3	0	0	0
62	-294.3	-294.3	-294.3	0	0	0
63	-294.3	-294.3	-294.3	0	0	0
64	-294.3	-294.3	-294.3	0	0	0
65	-294.3	-294.3	-294.3	0	0	0
66	-294.3	-294.3	-294.3	0	0	0
67	-294.3	-294.3	-294.3	0	0	0
68	-294.3	-294.3	-294.3	0	0	0
69	-294.3	-294.3	-294.3	0	0	0
70	-196.2	-196.2	-196.2	0	0	0
71	-196.2	-196.2	-196.2	0	0	0
72	-196.2	-196.2	-196.2	0	0	0
73	-196.2	-196.2	-196.2	0	0	0
74	-196.2	-196.2	-196.2	0	0	0
75	-196.2	-196.2	-196.2	0	0	0
76	-196.2	-196.2	-196.2	0	0	0
77	-196.2	-196.2	-196.2	0	0	0
78	-196.2	-196.2	-196.2	0	0	0
79	-196.2	-196.2	-196.2	0	0	0
80	-98.1	-98.1	-98.1	0	0	0
81	-98.1	-98.1	-98.1	0	0	0
82	-98.1	-98.1	-98.1	0	0	0
83	-98.1	-98.1	-98.1	0	0	0
84	-98.1	-98.1	-98.1	0	0	0
85	-98.1	-98.1	-98.1	0	0	0
86	-98.1	-98.1	-98.1	0	0	0
87	-98.1	-98.1	-98.1	0	0	0
88	-98.1	-98.1	-98.1	0	0	0
89	-98.1	-98.1	-98.1	0	0	0
90	-0	-0	-0	0	0	0
91	-0	-0	-0	0	0	0
92	-0	-0	-0	0	0	0
93	-0	-0	-0	0	0	0
94	-0	-0	-0	0	0	0
95	-0	-0	-0	0	0	0
96	-0	-0	-0	0	0	0
97	-0	-0	-0	0	0	0
98	-0	-0	-0	0	0	0
99	-0	-0	-0	0	0	0
